TITLE,FILE NAME,URL,TYPE OF RESOURCE,FORM,EXTENT,IMPRINT,ISSUANCE,LANGUAGE,MAP DATA,ASSOCIATED WITH,SUBJECT,GENRE,NOTE,RELATED ITEM,STATEMENT OF RESPONSIBILITY,OCLC,ALTERNATIVE TITLE,APPEARS IN,PUBLISHER,LOCATION,LCCN,ADDITIONAL PHYSICAL FORM,MANUFACTURER,ONLINE VERSION,UNIFORM TITLE,CARTOGRAPHER,LITHOGRAPHER,CONTAINS,LOCAL NOTE,ISSUING BODY,REPRODUCTION,DISTRIBUTOR
[Terrain map of Burma],pt389md7266,https://purl.stanford.edu/pt389md7266,Cartographic;,map;unmediated;sheet;,1 map ; 23 x 17 cm;,"[Washington, D.C.?] : Reproduction Branch OSS, 1943;",monographic;,English;,"Scale [ca. 1:9,500,000] ; (E 90°--E 105°/N 28°--N 9°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Research and Analysis Branch.;",Burma > Maps;Burma;,Map;Cartographic image-cri;Physical maps.;Maps.;Physical maps.;,"Relief shown by shading.;Also covers portions of Thailand and Bangladesh.;""Base map no. 2447 (free)."";",,"Research and Analysis Branch, OSS.;",,Base map no. 2447;,,,,,,,,,,,,,,,
Town plan Maribor as of October 1935,np473fs3044,https://purl.stanford.edu/np473fs3044,Cartographic;,,1 map.;,"Provisional ed. - [Washington, DC] : R & A, OSS, 1943;",monographic;,English;,Scale not given.;,"United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"Map No. 2776, 22 November 1943.;",,,,,,,,,,,,,,,,,,,
Town plan of Beograd (before 1937),pf408jv2304,https://purl.stanford.edu/pf408jv2304,Cartographic;,,1 map.;,"Provisional ed. - [Washington, DC] : R & A, OSS, 1943;",monographic;,English;,"Scale [ca. 1:17,640];","United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,Map No. 2817.;,,,,,,,,,,,,,,,,,,,
"Town plan of Lubljana, date prior to 1930",kb946ct8609,https://purl.stanford.edu/kb946ct8609,Cartographic;,,1 map.;,"Provisional ed. - [Washington, DC] : R & A, OSS, 1943;",monographic;,English;,Scale not given.;,"United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,Map No. 2803.;,,,,,,,,,,,,,,,,,,,
Town plan of Zagreb : date prior to 1939,rh543tf9565,https://purl.stanford.edu/rh543tf9565,Cartographic;,,1 map.;,"Provisional ed. - [Washington, DC] : R & A, OSS, 1943;",monographic;,English;,Scale not given.;,"United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"Map No. 2800, 17 November 1943.;",,,,,,,,,,,,,,,,,,,
Tunisia ; Advance of the Eighth Army,gb238yr1589,https://purl.stanford.edu/gb238yr1589,Cartographic;,map;unmediated;sheet;,"2 maps on 1 sheet : color ; 18 x 19 cm and 6 x 16 cm, on sheet 27 x 21 cm;","[Washington, D.C.] : Reproduction Section, OSS, [1943];",monographic;,English;,"Scale approximately 1:3,200,000 ; (E 7°--E 14°/N 38°--N 32°).;Scale approximately 1:12,700,000 ; (E 13°--E 33°/N 40°--N 28°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;","United States., Army. > Maps;World War (1939-1945);1939-1945;World War, 1939-1945 > Tunisia > Maps;World War, 1939-1945 > Africa, North > Maps;Great Britain > Eighth Army > Maps;Africa, North;Tunisia > Maps;Tunisia;",Map;Government publication;Cartographic image;Maps;Maps;,"The map of Tunisia shows roads, railroads, and swamps. ""Advance of the Eighth Army"" covers the North African coast, from Beni Oulid to Suez, giving the date the Eighth Army arrived at each objective.;Relief on Tunisia map shown by shading.;""Map no. 2339, 29 April 1943."";",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",,Advance of the Eighth Army;,,,electronic resource;,,,,,,,,,,,,
Turkey,yx705ft4919,https://purl.stanford.edu/yx705ft4919,Cartographic;,map;unmediated;sheet;,1 map : color ; 21 x 44 cm.;,"1st ed. -AMS 1. - Washington, D.C : Army Map Service, U.S. Army, 1943;",monographic;,English;,"Scale 1:4,121,000 ; (E 25°--E 46°/N 42°--N 35°).;","Great Britain, War Office., General Staff., Geographical Section.;United States, Army Map Service.;",Turkey > Maps;Turkey;,Map;Government publication;Cartographic image;Maps;,Elevation shown by contour lines and spot heights in meters.;Importance of cities symbolized by print size.;Railroad lines are identicated.;,GSGS (Series) ; 4292;,,,,,,,,,,,,,,,,,,
"Venezuela : mines, major prospects and oil fields",jf265cd2369,https://purl.stanford.edu/jf265cd2369,Cartographic;,map;,1 map ; 34 x 49 cm.;,"Provisional ed. - [Washington, D.C.] : O.S.S. 1943;",monographic;,English;,"Scale [ca. 1:3,200,000];","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Board of Economic Warfare, Office of Imports.;",Mines and mineral resources > Venezuela > Maps;Venezuela > Maps;,Map;,"""Map No. 1371."";",,"drawn in R. and A., O.S.S.;",,,,,,,,,,,,,,,,,
Waterways of Germany and southeastern Europe,xm475mw0827,https://purl.stanford.edu/xm475mw0827,Cartographic;,map;unmediated;sheet;,1 map ; 17 x 21 cm;,"[Washington, D.C.] : R & A, OSS, [1943];",monographic;,English;,"Scale [ca. 1:10,000,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;","Waterways > Germany > Maps;Waterways > Europe, Central > Maps;Nautical charts > Germany;Nautical charts > Europe, Central;Nautical charts;Waterways;Europe, Central;Germany;",Map;Cartographic image-cri;Maps.;,"Shows ""Waterways in operation"" and ""Proposed waterways."";""FREE""--Upper right border.;""Map No. 1960 January 11, 1943."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
West Africa forest zones,tk616wk4474,https://purl.stanford.edu/tk616wk4474,Cartographic;,map;unmediated;sheet;,1 map ; 34 x 62 cm;,"Provisional edition. - District of Columbia, 1943;",monographic;,English;,"Scale approximately 1:4,750,000 ; (W 18°--E 9°/N 17°--N 3°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Board of Economic Warfare., Blockade and Supply Branch.;","Rain forests > Africa, West > Maps;Forests and forestry > Africa, West > Maps;Forests and forestry;Rain forests;Africa, West > Maps;Africa, West;",Map;Cartographic image-cri;Maps.;Maps.;,"""Project no. UN-1."";""Map no. 1360. January 14, 1943."";",,"drawn in R and A, OSS ; Board of Economic Warfare, Blockade and Supply Branch.;",,,,"[Washington, D.C.] : OSS, [1943];",,,,,,,,,,,,,
[Western Pacific : base map],sn087tc4982,https://purl.stanford.edu/sn087tc4982,Cartographic;,map;unmediated;sheet;,1 map ; 48 x 61 cm;,"[Washington, D.C.] : OSS, [1943];[Washington, D.C.] : Lithographed in the Reproduction Branch, OSS, A.D.;",monographic;,English;,"Scale approximately 1:22,000,000 ; (E 85°--W 155°/N 56°--S 28°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Pacific Area > Maps;East Asia > Maps;Southeast Asia > Maps;Pacific Area;East Asia;Southeast Asia;,Map;Government publication;Cartographic image;Outline maps.;Maps;Outline maps.;,"Shows distances between points in the area between Calcutta in the west and Hawaii in the east, and from the Aleutian Islands in the north to Brisbane, Australia in the south.;Title supplied by cataloger.;Attributed to Brammell.;""Map no. 2881, 26 November 1943."";",,"drawn in the Branch of Research and Analysis, OSS.;",,,,,,,,,,,,,,,,,
Yugoslavia,hg027bf1827,https://purl.stanford.edu/hg027bf1827,Cartographic;,map;unmediated;sheet;,1 map ; 23 x 35 cm;,"Provisional ed. - [Washington, D.C.] : OSS, 1943;",monographic;,English;,"Scale [ca. 1:3,168,000] ; (E 10°30ʹ00ʺ--E 24°00ʹ00ʺ/N 47°10ʹ00ʺ--N 40°40ʹ00ʺ).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Railroads;Railroads > Yugoslavia > Maps;Yugoslavia > Maps;Yugoslavia;,Map;Cartographic image-cri;Maps.;Maps.;,"Shows railroads, 1939 boundaries.;Dated: 12 October 1943.;""Map no. 2703."";",,R&A OSS.;,,,,,,,,,,,,,,,,,
Yugoslavia,cg501zv0179,https://purl.stanford.edu/cg501zv0179,Cartographic;,map;unmediated;sheet;,1 map : color ; 31 x 20 cm;,"Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, OSS, [1943];",monographic;,English;,"Scale [ca. 1:3,684,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Railroads > Yugoslavia > Maps;Roads > Yugoslavia > Maps;Railroads;Roads;Yugoslavia > Maps;Yugoslavia;,Map;Cartographic image-cri;Maps.;,"""Map no. 2443, 26 August 1943."";Shows cities and towns, roads, railroads, and principal streams.;",,"compiled and frawn in the Branch of Research and Analysis, OSS.;",,,,,,,,,,,,,,,,,
Yugoslavia : provinces and banovinas,xq538pr2514,https://purl.stanford.edu/xq538pr2514,Cartographic;,,1 map.;,"Provisional ed. - [Washington, DC] : R & A, OSS, 1943;",monographic;,English;,"Scale [ca. 1:3,168,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"Map No. 2711, 29 October 1943.;",,,,,,,,,,,,,,,,,,,
"Zacapa and environs, Guatemala",vd205nk4065,https://purl.stanford.edu/vd205nk4065,Cartographic;,,1 map ; 27 x 55 cm.;,"Provisional ed. - [Washington, D.C.] : The Office, 1943;",monographic;,English;,"Scale [ca. 1:9,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",Zacapa (Guatemala) > Maps;,Map;,"""Reproduced in the Reproduction Section, OSS."";""No. 2177."";Oriented with north toward upper right.;Compiled from aerial photographs.;Shows buildings, agricultural areas, forest, etc.;",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",,,,,,,,,,,,,,,,,
Zones of intensive urban land use in the Ruhr,qq208vj8565,https://purl.stanford.edu/qq208vj8565,Cartographic;,map;,1 map ; 46 x 62 cm.;,"[Washington, D.C.] : Reproduction Branch, OSS, 1943;",monographic;,English;,"Scale [ca. 1:108,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;","Land use, Urban > Germany > Ruhr River Valley > Maps;Ruhr River Valley (Germany) > Maps;",Map;,,,"compiled and drawn in the Branch of Research and Analysis, OSS.;",,,,,,,,,,,,,,,,,
Afghanistan: telegraph and telephone communications,zc073ds6480,https://purl.stanford.edu/zc073ds6480,Cartographic;,,1 map ; 18 x 25 cm.;,"[Washington, D.C.? : C.O.I.], 1942;",monographic;,English;,"Scale [ca. 1:6,200,000].;","United States, Office of Coordinator of Information., Geographic Division.;",Telegraph > Afghanistan > Maps;Telephone > Afghanistan > Maps;,Map;Government publication;,"""Map no. 372."";",,"drawn in the Cartographic Section, Geog. Div., C.O.I.;",,,,,,,,,,,,,,,,,
Agricultural areas of China,dg330rb9667,https://purl.stanford.edu/dg330rb9667,Cartographic;,,1 maps ; 28 X 24 cm;,"Provisional ed. - [Washington D.C.] : Reproduction Branch, OSS, 1942;",monographic;,English;,"Scale [ca. 1:10,500,000];","United States, Office of Strategic Services., Geography Division.;",Agriculture > China > Maps;,Map;,"""Map no. 554"";",,"drawn in the Geography Div., OSS.;",,,,,,,,,,,,,,,,,
Agricultural production of export commodities in west and southwest Africa,ry204ty7304,https://purl.stanford.edu/ry204ty7304,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 35 cm;,"[Washington, D.C.] : OSS, 1942;",monographic;,English;,Scale not given ; (W 20°--E 32°/N 16°--S 16°).;,"United States, Office of Coordinator of Information., Geographic Division.;","Agricultural productivity > Africa, West > Maps;Agricultural productivity > Africa, Central > Maps;Agricultural productivity;Africa, Central;Africa, West;",Map;Cartographic image-cri;Maps.;,"""Jan. 26, 1942."";""Based on total figures for political divisions (for various years) from Economic Section, C.O.I., The economic resources of west and southwest Africa."";""Map no. 220."";",,"Geographic Division, C.O.I.;",,,,,,,,,,,,,,,,,
Agriculture and minerals of Sinkiang,qr374rv3248,https://purl.stanford.edu/qr374rv3248,Cartographic;,unmediated;sheet;,1 map ; 30 x 33 cm;,"Provisional ed. - [Washington, D.C.?] : Geography Division, O.S.S, 1942;",monographic;,English;,"Scale [ca. 1:6,900,000].;","United States, Office of Strategic Services., Geography Division.;",Agriculture > China > Xinjiang Uygur Zizhiqu > Maps;Mines and mineral resources > Sinkiang Uighur Autonomous Region > Maps;Mines and mineral resources > China > Xinjiang Uygur Zizhiqu > Maps;Agriculture;Mines and mineral resources;China > Xinjiang Uygur Zizhiqu;,Map;Government publication;Cartographic image;Maps.;,"""Map no. 729."";",,,,,,,,,,,,,,,,,,,
Agriculture in Japan,cv714nx8911,https://purl.stanford.edu/cv714nx8911,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 36 cm;,"First Edition. - [Washington, D.C.] : Office of Strategic Services, 1942;",monographic;,English;,"Scale [ca. 1:5,700,000].;","United States, Board of Economic Warfare.;United States, Office of Strategic Services., Research and Analysis Branch., Geography Division.;",Agriculture > Japan > Maps;Agriculture;Japan > Maps;Japan;,Map;Cartographic image-cri;Maps.;,"Legend.;""Map No. 623,"" ""June 23, 1942."";",,"Data prepared by Economic Analysis Section, Far Eastern Division, Board of Economic Warfare ; drawn in the Geography Division, Office of Strategic Services.;",,,,,,,,,,,,,,,,,
Algeria and Tunisia : physiographic diagram,qr078wn8514,https://purl.stanford.edu/qr078wn8514,Cartographic;,map;unmediated;sheet;,1 map ; 24 x 35 cm;,"Provisional ed. - [Washington, D.C.] : O.S.S. 1942;",monographic;,English;,"Scale [ca. 1:3,168,000] ; (W 2°00ʹ--E 12°00ʹ/N 37°30ʹ--N 30°00ʹ).;","United States, Office of Strategic Services., Geography Division.;",Algeria > Maps;Tunisia > Maps;Algeria;Tunisia;,Map;Cartographic image-cri;Physical maps.;Maps.;Physical maps.;,"Relief shown pictorially.;""Map no. 966, August 22, 1942."";",,"drawn in the Geography Division, O.S.S.;",17695289;,,,,,,,,,,,,,,,,
Algeria and Tunisia : principal highways and landing places,vs189tm5539,https://purl.stanford.edu/vs189tm5539,Cartographic;,map;unmediated;sheet;,1 map ; 23 x 40 cm;,"Provisional ed. - [Washington, D.C.] : Office of Strategic Services, Reproduction Branch, [1942];",monographic;,English;,"Scale [ca. 1:3,300,000] ; (W 3°--E 12°/N 38°--N 31°).;","United States, Office of Strategic Services., Geography Division.;United States, Office of Strategic Services., Reproduction Branch.;","Roads > Africa, North > Maps;Roads > Algeria > Maps;Roads > Tunisia > Maps;Beaches > Algeria > Maps;Beaches > Tunisia > Maps;Beaches;Roads;Africa, North;Algeria;Tunisia;",Map;Cartographic image-cri;Maps.;,"""Landing places"" refers to beaches suitable to land water craft upon.;""Map No. 967, August 22, 1942."";",,"drawn in Geography Division, O.S.S. ; reproduced by the OSS Repro Section.;",,"Algeria and Tunisia, principal highways and landing places;",,,,,,,,,,,,,,,
Areal subdivisions [of the world],my116sx1619,https://purl.stanford.edu/my116sx1619,Cartographic;,electronic resource;remote;map;unmediated;sheet;,"1 map ; 13 x 21 cm, on sheet 20 x 27 cm;","[Washington, D.C.] : G.D.S.S. 1942;",monographic;,English;,Scale not given.;,"United States, Office of Strategic Services.;United States, Office of Strategic Services., Reproduction Branch.;",World maps;World maps;,Map;Cartographic image-cri;World maps.;World maps.;,"""Bulletin on status of geographic projects."";""Map no. 1270, November 13, 1942."";",,G.D.S.S. ; reproduced by the O.S.S. Repro. Div.;,785893969;,,,,electronic resource;,,Also available on the Internet through the American Geographical Society Library Digital Map Collection.;,,,,,,,,,,
Argentina : southern South America,jf558zm8714,https://purl.stanford.edu/jf558zm8714,Cartographic;,map;,1 map ; 62 x 39 cm.;,"[Washington, D.C : Reproduction Branch OSS], 1942;",monographic;,English;,"Scale [ca. 1:6,000,000] ; (W 76⁰--W 53⁰/S 22⁰--S 56⁰);","United States, Office of Strategic Services., Geography Division.;",Argentina > Maps;,Map;,"""No. 843."";""Free"".;",,"drawn in Geography Division, O.S.S.;",,,,,,,,,,,,,,,,,
Australia communications,kz914sp6523,https://purl.stanford.edu/kz914sp6523,Cartographic;,map;unmediated;sheet;,1 map on 7 sheets ; 19 x 30 cm or smaller;,"[Washington, D.C.] : C.O.I. 1942;",monographic;,English;,"Scale [ca. 1:5,400,000-ca. 1:11,000,000].;","United States, Office of Coordinator of Information., Geographic Division.;",Transportation > Australia > Maps;Telegraph lines > Australia > Maps;Communication > Australia > Maps;Communication;Telegraph lines;Transportation;Australia;,Map;Cartographic image-cri;Maps.;Maps.;,"Shows roads, telegraph and railroads.;Map sheets numbered 246-252.;Each sheet includes sheet coverage index.;""Map no. [246-252] Feb. 3, 1942""--Lower left margin.;",,"compiled and drawn in the Geographic Division, C.O.I.;",34769008;,,,,,,,,,,,,,,,,
Australia communications,tv423yr6405,https://purl.stanford.edu/tv423yr6405,Cartographic;,map;unmediated;sheet;,1 map on 7 sheets ; 19 x 30 cm or smaller;,"[Washington, D.C.] : C.O.I. 1942;",monographic;,English;,"Scale [ca. 1:5,400,000-ca. 1:11,000,000].;","United States, Office of Coordinator of Information., Geographic Division.;",Transportation > Australia > Maps;Telegraph lines > Australia > Maps;Communication > Australia > Maps;Communication;Telegraph lines;Transportation;Australia;,Map;Cartographic image-cri;Maps.;Maps.;,"Shows roads, telegraph and railroads.;Map sheets numbered 246-252.;Each sheet includes sheet coverage index.;""Map no. [246-252] Feb. 3, 1942""--Lower left margin.;",,"compiled and drawn in the Geographic Division, C.O.I.;",34769008;,,,,,,,,,,,,,,,,
Australia communications,ys470gw7085,https://purl.stanford.edu/ys470gw7085,Cartographic;,map;unmediated;sheet;,1 map on 7 sheets ; 19 x 30 cm or smaller;,"[Washington, D.C.] : C.O.I. 1942;",monographic;,English;,"Scale [ca. 1:5,400,000-ca. 1:11,000,000].;","United States, Office of Coordinator of Information., Geographic Division.;",Transportation > Australia > Maps;Telegraph lines > Australia > Maps;Communication > Australia > Maps;Communication;Telegraph lines;Transportation;Australia;,Map;Cartographic image-cri;Maps.;Maps.;,"Shows roads, telegraph and railroads.;Map sheets numbered 246-252.;Each sheet includes sheet coverage index.;""Map no. [246-252] Feb. 3, 1942""--Lower left margin.;",,"compiled and drawn in the Geographic Division, C.O.I.;",34769008;,,,,,,,,,,,,,,,,
